row_id,positive,sample_n
14163,140,145
14164,150,154
14165,158,160
14166,155,157
14167,158,161
14168,129,133
14169,148,150
14170,75,100
14171,78,96
14172,57,72
14173,71,75
14174,107,111
14175,114,117
14176,108,112
14177,97,101
14178,82,84
14179,101,103
14180,99,100
14181,98,99
14182,95,100
14183,86,88
14184,92,94
14185,68,69
14186,71,72
14187,63,69
14188,74,75
14189,51,52
14190,103,111
14191,94,99
14192,91,98
14193,107,112
14194,97,100
14195,109,110
14196,114,122
14197,84,86
14198,117,119
14199,109,112
14200,82,89
14201,69,74
14202,119,120
14203,97,99
14204,80,82
14205,81,83
14206,84,88
14207,74,76
14208,68,69
14209,82,85
14210,79,85
14211,89,89
14212,89,91
14213,86,88
14214,115,116
14215,111,113
14216,106,107
14217,106,107
14218,105,106
14219,94,99
14220,79,84
14221,85,87
14222,89,91
14223,85,87
14224,83,85
14225,77,79
14226,51,55
14227,60,64
14228,55,56
14229,32,34
14230,53,59
14231,267,276
14232,255,260
14233,274,276
14234,296,299
14235,270,273
14236,240,242
14237,254,257
14238,195,208
14239,221,257
14240,195,219
14241,90,92
14242,95,97
14243,83,85
14244,45,47
14245,38,40
14246,45,47
14247,53,55
14248,40,42
14249,42,44
14250,57,59
14251,63,64
14252,67,69
14253,44,46
14254,41,43
14255,126,136
14256,103,109
14257,110,114
14258,128,131
14259,105,106
14260,104,105
14261,107,108
14262,101,102
14263,91,93
14264,97,99
14265,141,145
14266,157,159
14267,124,124
14268,118,119
14269,126,127
14270,121,122
14271,96,98
14272,115,117
14273,87,89
14274,91,115
14275,84,91
14276,60,85
14277,79,96
14278,78,80
14279,86,89
14280,94,96
14281,74,77
14282,69,71
14283,92,94
14284,92,99
14285,106,121
14286,95,105
14287,128,132
14288,119,120
14289,125,126
14290,123,124
14291,98,103
14292,84,86
14293,80,83
14294,23,45
14295,22,51
14296,54,64
14297,43,45
14298,70,75
14299,65,71
14300,59,72
14301,37,43
14302,42,47
14303,41,44
14304,28,78
14305,31,66
14306,63,71
14307,40,54
14308,67,68
14309,78,82
14310,60,66
14311,50,53
14312,49,52
14313,38,40
14314,150,160
14315,40,171
14316,116,157
14317,187,214
14318,172,189
14319,131,175
14320,137,180
14321,137,159
14322,125,128
14323,158,162
14324,47,52
14325,66,67
14326,68,69
14327,51,55
14328,51,53
14329,50,51
14330,60,61
14331,13,15
14332,10,10
14333,47,49
14334,58,58
14335,14,14
14336,56,61
14337,13,13
14338,46,48
14339,42,44
14340,55,56
14341,62,63
14342,38,40
14343,56,57
14344,52,53
14345,16,20
14346,13,16
14347,13,17
14348,17,23
14349,5,12
14350,18,18
14351,15,20
14352,31,33
14353,27,28
14354,24,25
14355,53,57
14356,108,109
14357,115,116
14358,117,118
14359,110,111
14360,86,88
14361,102,103
14362,95,97
14363,77,80
14364,77,81
14365,61,65
14366,8,11
14367,20,23
14368,19,21
14369,20,21
14370,125,133
14371,91,99
14372,102,102
14373,119,124
14374,89,99
14375,91,93
14376,99,101
14377,97,100
14378,81,83
14379,92,94
14380,23,52
14381,24,43
14382,39,49
14383,71,72
14384,63,64
14385,67,70
14386,65,66
14387,32,34
14388,39,42
14389,39,41
14390,12,12
14391,11,14
14392,27,28
14393,126,134
14394,90,133
14395,111,131
14396,150,152
14397,149,154
14398,138,139
14399,132,133
14400,97,103
14401,103,104
14402,108,110
14403,125,126
14404,127,127
14405,127,127
14406,112,130
14407,122,130
14408,110,113
14409,106,117
14410,70,76
14411,61,82
14412,79,81
14413,63,65
14414,60,60
14415,68,75
14416,76,78
14417,72,73
14418,71,72
14419,73,74
14420,69,71
14421,79,81
14422,73,75
14423,32,34
14424,25,26
14425,36,38
14426,37,39
14427,30,32
14428,32,34
14429,33,35
14430,8,26
14431,9,11
14432,8,10
14433,27,28
14434,194,203
14435,183,187
14436,194,201
14437,110,121
14438,128,141
14439,141,142
14440,222,224
14441,177,181
14442,162,164
14443,161,167
14444,137,159
14445,153,178
14446,139,139
14447,141,142
14448,185,187
14449,177,179
14450,168,174
14451,120,123
14452,108,111
14453,131,133
14454,33,59
14455,26,35
14456,35,38
14457,50,52
14458,53,60
14459,44,59
14460,64,69
14461,44,60
14462,41,43
14463,41,47
14464,23,24
14465,60,69
14466,23,23
14467,62,62
14468,24,24
14469,71,71
14470,20,21
14471,47,49
14472,20,21
14473,58,59
14474,21,22
14475,59,60
14476,23,24
14477,65,66
14478,22,23
14479,49,50
14480,19,20
14481,45,47
14482,19,20
14483,46,48
14484,163,173
14485,166,166
14486,119,130
14487,109,110
14488,110,112
14489,96,98
14490,77,79
14491,85,87
14492,85,87
14493,100,103
14494,68,90
14495,78,85
14496,73,78
14497,68,76
14498,70,72
14499,75,77
14500,46,49
14501,46,48
14502,61,62
14503,163,175
14504,152,156
14505,139,143
14506,150,153
14507,151,153
14508,141,142
14509,103,113
14510,112,113
14511,113,114
14512,48,50
14513,41,43
14514,56,58
14515,46,61
14516,36,39
14517,52,53
14518,107,114
14519,187,191
14520,169,177
14521,153,153
14522,187,189
14523,176,179
14524,173,175
14525,167,169
14526,140,147
14527,133,136
14528,92,94
14529,96,96
14530,79,80
14531,72,72
14532,62,63
14533,71,72
14534,71,72
14535,68,69
14536,70,71
14537,49,50
14538,62,63
14539,130,150
14540,108,125
14541,128,144
14542,95,105
14543,112,113
14544,119,120
14545,111,115
14546,70,74
14547,77,79
14548,103,105
14549,82,96
14550,49,99
14551,75,89
14552,76,80
14553,84,86
14554,77,83
14555,92,94
14556,66,67
14557,79,81
14558,84,86
14559,69,72
14560,78,82
14561,72,73
14562,73,74
14563,67,68
14564,51,52
14565,110,111
14566,98,102
14567,143,144
14568,151,153
14569,74,74
14570,79,87
14571,99,100
14572,109,110
14573,91,95
14574,68,76
14575,97,101
14576,82,88
14577,76,93
14578,98,100
14579,85,88
14580,109,111
14581,111,112
14582,101,102
14583,134,135
14584,89,91
14585,71,78
14586,88,91
14587,79,83
14588,95,98
14589,95,96
14590,91,93
14591,107,109
14592,77,79
14593,108,109
14594,59,60
14595,78,80
14596,66,68
14597,82,88
14598,74,74
14599,80,82
14600,56,57
14601,74,75
14602,64,65
14603,55,57
14604,52,53
14605,46,48
14606,44,44
14607,42,43
14608,43,44
14609,41,43
14610,42,44
14611,46,48
14612,41,43
14613,59,60
14614,45,47
14615,36,38
14616,62,63
14617,51,52
14618,50,51
14619,51,52
14620,50,51
14621,52,53
14622,89,90
14623,96,98
14624,106,106
14625,101,103
14626,106,108
14627,105,106
14628,120,123
14629,80,92
14630,125,133
14631,150,158
14632,20,22
14633,18,20
14634,19,21
14635,23,24
14636,17,24
14637,86,93
14638,82,110
14639,98,111
14640,113,114
14641,121,124
14642,103,105
14643,136,137
14644,119,124
14645,134,135
14646,130,132
14647,93,93
14648,91,91
14649,68,68
14650,106,107
14651,60,61
14652,91,93
14653,100,101
14654,70,82
14655,36,38
14656,64,67
14657,5,10
14658,17,21
14659,10,18
14660,29,31
14661,20,21
14662,28,30
14663,20,22
14664,90,94
14665,38,109
14666,115,127
14667,122,125
14668,102,103
14669,118,119
14670,91,93
14671,98,101
14672,70,72
14673,97,99
14674,22,22
14675,25,25
14676,16,16
14677,22,23
14678,22,23
14679,25,26
14680,16,19
14681,17,20
14682,20,20
14683,141,151
14684,97,108
14685,109,111
14686,116,117
14687,113,114
14688,111,112
14689,101,104
14690,89,91
14691,102,103
14692,116,117
14693,48,64
14694,94,101
14695,44,71
14696,63,75
14697,84,100
14698,94,117
14699,62,74
14700,42,48
14701,67,69
14702,72,76
14703,147,153
14704,177,177
14705,137,154
14706,141,150
14707,135,139
14708,154,157
14709,123,124
14710,105,110
14711,103,104
14712,104,109
14713,43,57
14714,52,65
14715,33,65
14716,47,49
14717,76,78
14718,69,71
14719,73,74
14720,57,63
14721,54,59
14722,60,61
14723,47,70
14724,49,51
14725,37,42
14726,74,76
14727,69,70
14728,30,32
14729,37,39
14730,47,51
14731,37,39
14732,56,57
14733,83,133
14734,138,162
14735,166,168
14736,102,103
14737,118,119
14738,105,106
14739,102,103
14740,104,105
14741,106,107
14742,86,90
14743,82,83
14744,95,97
14745,97,99
14746,78,80
14747,78,80
14748,117,118
14749,78,93
14750,102,110
14751,101,106
14752,94,99
14753,66,69
14754,75,80
14755,61,63
14756,55,57
14757,53,54
14758,61,63
14759,44,46
14760,53,54
14761,43,46
14762,88,130
14763,20,141
14764,25,39
14765,121,144
14766,121,122
14767,101,102
14768,102,104
14769,97,99
14770,80,82
14771,76,78
14772,86,88
14773,57,59
14774,76,80
14775,64,70
14776,79,81
14777,122,123
14778,68,69
14779,70,71
14780,57,59
14781,118,119
14782,174,176
14783,69,114
14784,108,118
14785,104,107
14786,91,93
14787,83,85
14788,74,76
14789,90,92
14790,79,83
14791,99,103
14792,99,140
14793,101,103
14794,74,102
14795,95,97
14796,79,129
14797,106,107
14798,115,148
14799,73,76
14800,73,159
14801,140,141
14802,42,84
14803,150,154
14804,24,43
14805,120,136
14806,71,99
14807,105,110
14808,32,127
14809,151,158
14810,41,126
14811,12,12
14812,29,30
14813,15,17
14814,39,39
14815,35,37
14816,37,39
14817,38,40
14818,26,27
14819,36,38
14820,28,30
14821,41,43
14822,128,132
14823,142,143
14824,75,90
14825,104,105
14826,109,112
14827,71,78
14828,70,71
14829,82,83
14830,77,79
14831,75,77
14832,69,71
14833,72,73
14834,72,74
14835,66,67
14836,92,94
14837,76,79
14838,66,69
14839,58,59
14840,69,71
14841,60,61
14842,72,73
14843,62,70
14844,17,71
14845,70,75
14846,73,75
14847,91,93
14848,72,77
14849,64,68
14850,51,64
14851,56,59
14852,63,66
14853,55,56
14854,49,58
14855,54,60
14856,86,88
14857,51,52
14858,42,44
14859,53,54
14860,43,45
14861,40,42
14862,65,66
14863,20,23
14864,13,20
14865,26,26
14866,27,28
14867,23,24
14868,23,24
14869,22,23
14870,54,59
14871,59,63
14872,45,46
14873,56,57
14874,47,49
14875,43,46
14876,49,50
14877,35,37
14878,43,45
14879,63,64
14880,22,31
14881,27,30
14882,19,20
14883,21,22
14884,28,30
14885,33,35
14886,46,49
14887,28,33
14888,27,33
14889,66,71
14890,54,55
14891,64,66
14892,66,69
14893,76,78
14894,65,66
14895,52,53
14896,32,34
14897,37,39
14898,38,40
14899,77,97
14900,61,66
14901,97,101
14902,105,109
14903,100,102
14904,87,89
14905,101,102
14906,53,56
14907,89,91
14908,95,98
14909,86,86
14910,84,85
14911,64,64
14912,82,84
14913,74,75
14914,75,77
14915,60,61
14916,53,54
14917,53,54
14918,54,55
14919,39,40
14920,38,38
14921,40,40
14922,40,42
14923,40,42
14924,38,40
14925,41,43
14926,38,40
14927,42,44
14928,41,43
14929,18,18
14930,17,17
14931,37,39
14932,28,29
14933,24,25
14934,23,27
14935,96,112
14936,39,58
14937,98,102
14938,103,104
14939,76,79
14940,91,93
14941,73,76
14942,51,52
14943,58,59
14944,60,64
14945,60,68
14946,68,70
14947,76,78
14948,76,78
14949,68,69
14950,83,85
14951,67,68
14952,77,79
14953,101,102
14954,112,117
14955,122,122
14956,126,126
14957,124,125
14958,114,115
14959,108,109
14960,115,117
14961,92,94
14962,83,85
14963,81,83
14964,48,48
14965,46,46
14966,46,47
14967,37,39
14968,33,35
14969,35,37
14970,46,48
14971,40,43
14972,46,48
14973,44,46
14974,56,60
14975,60,60
14976,63,63
14977,66,67
14978,60,61
14979,62,63
14980,66,67
14981,71,72
14982,73,76
14983,69,70
14984,92,97
14985,96,102
14986,89,91
14987,97,99
14988,99,101
14989,93,95
14990,80,82
14991,87,89
14992,83,90
14993,6,16
14994,24,25
14995,28,28
14996,20,21
14997,19,20
14998,10,11
14999,13,14
15000,13,13
15001,22,23
15002,20,21
15003,7,12
15004,13,14
15005,20,27
15006,63,65
15007,56,58
15008,87,94
15009,76,79
15010,78,80
15011,66,67
15012,76,82
15013,72,74
15014,78,80
15015,89,96
15016,140,141
15017,125,154
15018,160,160
15019,176,184
15020,146,147
15021,92,98
15022,94,99
15023,108,124
15024,109,113
15025,117,121
15026,71,76
15027,43,47
15028,51,52
15029,45,47
15030,47,49
15031,69,70
15032,67,70
15033,68,70
15034,77,79
15035,68,73
15036,87,95
15037,96,105
15038,93,95
15039,83,85
15040,119,120
15041,150,156
15042,154,156
15043,153,155
15044,126,135
15045,37,47
15046,105,115
15047,29,31
15048,120,130
15049,48,48
15050,131,135
15051,37,39
15052,116,120
15053,35,37
15054,95,97
15055,24,25
15056,117,120
15057,20,21
15058,91,93
15059,95,97
15060,28,30
15061,104,105
15062,93,108
15063,142,152
15064,166,175
15065,218,220
15066,204,209
15067,201,205
15068,168,180
15069,98,107
15070,151,154
15071,157,159
15072,207,210
15073,185,187
15074,210,212
15075,209,211
15076,206,212
15077,204,206
15078,179,181
15079,182,186
15080,180,186
15081,177,183
15082,127,128
15083,65,127
15084,47,94
15085,118,119
15086,139,140
15087,113,115
15088,88,103
15089,68,73
15090,62,69
15091,69,74
15092,47,54
15093,38,40
15094,35,37
15095,70,71
15096,69,70
15097,97,97
15098,110,111
15099,87,89
15100,92,94
15101,71,72
15102,75,79
15103,70,72
15104,105,106
15105,163,163
15106,195,196
15107,214,215
15108,228,230
15109,179,181
15110,168,170
15111,151,153
15112,102,149
15113,93,130
15114,145,155
15115,113,122
15116,115,125
15117,117,124
15118,123,124
15119,126,129
15120,124,130
15121,127,128
15122,111,113
15123,132,136
15124,128,130
15125,75,80
15126,88,91
15127,76,103
15128,99,100
15129,105,106
15130,112,114
15131,104,106
15132,74,82
15133,63,66
15134,80,84
15135,81,81
15136,71,73
15137,69,71
15138,94,99
15139,112,122
15140,122,128
15141,112,113
15142,75,80
15143,108,109
15144,114,116
15145,16,16
15146,12,18
15147,21,27
15148,40,44
15149,37,40
15150,21,32
15151,24,35
15152,9,38
15153,24,25
15154,22,23
15155,41,42
15156,38,38
15157,41,43
15158,51,52
15159,40,42
15160,169,176
15161,157,184
15162,175,175
15163,178,180
15164,181,183
15165,155,157
15166,180,185
15167,149,162
15168,159,161
15169,159,168
15170,147,150
15171,131,133
15172,186,190
15173,197,199
15174,166,168
15175,156,158
15176,148,150
15177,150,152
15178,147,148
15179,93,95
15180,97,101
15181,87,95
15182,129,130
15183,122,123
15184,70,74
15185,125,126
15186,97,99
15187,105,109
15188,95,100
15189,84,92
15190,75,93
15191,100,103
15192,88,90
15193,94,96
15194,97,101
15195,85,87
15196,65,66
15197,93,95
15198,68,69
15199,100,104
15200,78,80
15201,7,11
15202,70,70
15203,77,79
15204,66,67
15205,90,92
15206,95,97
15207,71,79
15208,61,62
15209,76,79
15210,146,157
15211,123,132
15212,137,141
15213,130,131
15214,144,149
15215,152,154
15216,135,143
15217,115,118
15218,115,116
15219,102,104
15220,14,15
15221,17,17
15222,83,125
15223,102,125
15224,111,111
15225,140,141
15226,135,136
15227,124,125
15228,115,116
15229,89,91
15230,93,95
15231,93,95
15232,81,87
15233,63,70
15234,79,79
15235,100,102
15236,99,104
15237,83,88
15238,98,103
15239,88,93
15240,83,87
15241,72,77
15242,34,49
15243,57,63
15244,52,70
15245,31,36
15246,45,50
15247,45,47
15248,59,60
15249,46,48
15250,48,50
15251,91,93
15252,110,123
15253,94,116
15254,105,136
15255,104,105
15256,121,123
15257,90,92
15258,103,104
15259,95,99
15260,84,87
15261,75,77
15262,16,17
15263,40,43
15264,43,43
15265,46,47
15266,34,40
15267,39,43
15268,42,44
15269,41,45
15270,33,46
15271,62,65
15272,36,40
15273,72,99
15274,51,95
15275,83,86
15276,107,108
15277,82,84
15278,67,69
15279,71,72
15280,42,44
15281,37,39
15282,56,57
15283,124,143
15284,119,144
15285,37,151
15286,138,142
15287,135,136
15288,142,143
15289,147,148
15290,130,139
15291,127,128
15292,148,149
15293,97,105
15294,94,96
15295,102,105
15296,88,93
15297,83,114
15298,109,117
15299,92,95
15300,90,98
15301,75,82
15302,83,85
15303,187,188
15304,190,190
15305,150,152
15306,135,145
15307,153,156
15308,143,144
15309,152,154
15310,151,158
15311,144,145
15312,145,146
15313,177,187
15314,168,181
15315,171,174
15316,173,175
15317,156,160
15318,168,177
15319,123,129
15320,144,152
15321,139,142
15322,137,141
15323,43,85
15324,46,94
15325,83,85
15326,91,93
15327,68,69
15328,34,36
15329,34,36
15330,43,45
15331,45,49
15332,71,72
15333,61,62
15334,63,64
15335,66,67
15336,58,66
15337,69,70
15338,65,66
15339,50,50
15340,76,78
15341,61,62
15342,41,43
15343,46,48
15344,45,47
15345,43,45
15346,31,33
15347,43,45
15348,49,51
15349,108,114
15350,113,136
15351,134,139
15352,158,160
15353,132,133
15354,136,137
15355,131,134
15356,93,101
15357,134,135
15358,112,113
15359,48,72
15360,58,79
15361,53,67
15362,41,43
15363,58,59
15364,54,56
15365,100,104
15366,63,70
15367,86,92
15368,76,86
15369,119,120
15370,22,23
15371,64,71
15372,65,72
15373,102,103
15374,74,76
15375,73,74
15376,70,71
15377,62,64
15378,58,61
15379,95,98
15380,141,144
15381,98,102
15382,111,115
15383,167,173
15384,162,167
15385,105,108
15386,146,149
15387,152,163
15388,144,149
15389,120,126
15390,43,43
15391,29,29
15392,68,71
15393,80,82
15394,63,64
15395,30,32
15396,69,70
15397,93,95
15398,54,55
15399,53,54
15400,72,73
15401,83,95
15402,80,87
15403,95,100
15404,92,95
15405,89,93
15406,77,80
15407,72,74
15408,45,53
15409,53,55
15410,44,51
15411,135,140
15412,128,130
15413,112,114
15414,144,148
15415,128,130
15416,134,139
15417,118,127
15418,104,105
15419,108,109
15420,103,104
15421,72,76
15422,39,41
15423,40,42
15424,46,48
15425,42,44
15426,74,76
15427,61,62
15428,50,55
15429,67,68
15430,73,74
15431,113,120
15432,113,120
15433,141,176
15434,170,174
15435,178,180
15436,175,180
15437,169,173
15438,164,166
15439,157,161
15440,145,146
15441,27,27
15442,19,19
15443,38,39
15444,45,47
15445,57,59
15446,53,57
15447,43,45
15448,67,72
15449,84,95
15450,95,111
15451,148,153
15452,157,171
15453,127,142
15454,119,127
15455,143,146
15456,138,142
15457,150,155
15458,100,106
15459,130,139
15460,155,164
15461,107,108
15462,103,104
15463,103,104
15464,122,124
15465,104,105
15466,98,100
15467,101,102
15468,81,85
15469,65,66
15470,87,89
15471,59,59
15472,39,43
15473,45,49
15474,51,52
15475,56,57
15476,68,69
15477,47,49
15478,38,40
15479,38,40
15480,50,51
15481,173,177
15482,161,169
15483,136,145
15484,157,159
15485,167,169
15486,148,150
15487,133,134
15488,136,137
15489,132,135
15490,136,137
15491,29,33
15492,26,29
15493,27,28
15494,26,28
15495,26,27
15496,120,122
15497,87,100
15498,92,101
15499,71,80
15500,50,57
15501,56,70
15502,60,64
15503,52,53
15504,5,11
15505,6,13
15506,7,10
15507,16,23
15508,15,29
15509,16,30
15510,16,23
15511,28,29
15512,23,24
15513,114,114
15514,82,93
15515,104,109
15516,130,131
15517,124,128
15518,116,124
15519,109,114
15520,105,106
15521,83,85
15522,110,111
15523,91,106
15524,81,89
15525,75,83
15526,46,48
15527,41,43
15528,48,50
15529,90,92
15530,79,81
15531,97,100
15532,83,85
15533,79,80
15534,72,77
15535,69,69
15536,63,64
15537,66,67
15538,70,71
15539,72,73
15540,65,68
15541,57,58
15542,63,64
15543,83,134
15544,79,128
15545,73,129
15546,79,98
15547,98,100
15548,89,97
15549,56,73
15550,66,76
15551,89,101
15552,118,122
15553,112,118
15554,97,98
15555,84,84
15556,96,101
15557,91,100
15558,86,91
15559,74,76
15560,63,64
15561,89,95
15562,36,36
15563,52,53
15564,40,41
15565,21,22
15566,23,24
15567,20,21
15568,25,28
15569,104,106
15570,98,98
15571,114,116
15572,124,130
15573,116,117
15574,100,107
15575,80,82
15576,66,68
15577,69,71
15578,70,71
15579,52,52
15580,60,62
15581,75,75
15582,71,72
15583,37,39
15584,72,73
15585,62,63
15586,77,86
15587,82,84
15588,79,81
15589,116,120
15590,92,93
15591,89,90
15592,122,123
15593,126,127
15594,123,125
15595,123,124
15596,115,118
15597,118,119
15598,100,101
15599,94,101
15600,98,98
15601,100,107
15602,92,106
15603,96,112
15604,108,112
15605,112,115
15606,90,98
15607,89,103
15608,87,89
15609,66,74
15610,49,50
15611,43,43
15612,56,57
15613,55,56
15614,40,42
15615,23,24
15616,42,45
15617,50,52
15618,42,44
15619,17,33
15620,25,39
15621,15,39
15622,30,33
15623,33,35
15624,88,105
15625,37,39
15626,33,37
15627,26,29
15628,86,88
15629,87,93
15630,88,89
15631,90,90
15632,88,90
15633,64,65
15634,82,86
15635,91,95
15636,84,90
15637,91,93
15638,82,84
15639,50,52
15640,44,44
15641,57,62
15642,53,54
15643,32,34
15644,30,32
15645,31,33
15646,19,22
15647,19,20
15648,23,24
15649,35,35
15650,27,27
15651,23,23
15652,26,27
15653,40,42
15654,22,23
15655,32,34
15656,32,35
15657,20,20
15658,34,36
15659,25,25
15660,30,30
15661,26,26
15662,35,37
15663,20,22
15664,34,36
15665,39,41
15666,28,29
15667,26,31
15668,31,33
15669,23,24
15670,28,29
15671,26,27
15672,22,23
15673,29,31
15674,50,53
15675,28,31
15676,26,33
15677,27,30
15678,20,21
15679,22,23
15680,26,27
15681,21,22
15682,25,26
15683,21,44
15684,32,50
15685,23,43
15686,25,31
15687,36,38
15688,38,42
15689,48,53
15690,36,38
15691,34,44
15692,50,82
15693,29,38
15694,20,23
15695,16,28
15696,30,32
15697,38,41
15698,24,26
15699,17,22
15700,33,34
15701,31,31
15702,34,34
15703,33,35
15704,30,32
15705,33,35
15706,33,35
15707,28,30
15708,32,34
15709,34,36
15710,20,20
15711,33,34
15712,26,28
15713,43,45
15714,35,37
15715,23,24
15716,25,26
15717,43,44
15718,14,15
15719,43,44
15720,12,12
15721,33,34
15722,51,52
15723,44,46
15724,19,20
15725,50,51
15726,39,41
15727,36,39
15728,38,40
15729,37,40
15730,9,11
15731,8,15
15732,246,248
15733,352,353
15734,262,269
15735,273,276
15736,279,282
15737,189,191
15738,204,206
15739,172,178
15740,173,176
15741,173,175
15742,159,166
15743,129,141
15744,158,162
15745,162,172
15746,148,150
15747,176,178
15748,157,159
15749,129,133
15750,117,118
15751,136,137
15752,16,16
15753,12,12
15754,11,11
15755,72,98
15756,82,97
15757,119,131
15758,141,142
15759,123,125
15760,113,114
15761,116,117
15762,104,115
15763,64,69
15764,77,88
15765,90,96
15766,92,93
15767,100,100
15768,128,129
15769,99,108
15770,89,92
15771,113,120
15772,110,113
15773,95,106
15774,86,108
15775,62,62
15776,54,54
15777,57,57
15778,58,59
15779,57,58
15780,46,48
15781,51,52
15782,61,62
15783,78,80
15784,80,85
15785,81,84
15786,132,134
15787,95,104
15788,57,76
15789,58,72
15790,64,79
15791,55,66
15792,79,84
15793,101,108
15794,53,66
15795,46,55
15796,82,86
15797,100,101
15798,104,105
15799,87,89
15800,83,86
15801,51,53
15802,71,72
15803,71,72
15804,109,115
15805,87,94
15806,144,145
15807,128,129
15808,148,149
15809,129,130
15810,128,142
15811,124,128
15812,122,123
15813,106,108
15814,51,54
15815,69,86
15816,65,65
15817,57,58
15818,65,66
15819,49,50
15820,73,74
15821,55,56
15822,59,62
15823,67,68
15824,28,30
15825,36,38
15826,56,59
15827,57,60
15828,54,65
15829,52,55
15830,64,66
15831,49,50
15832,49,50
15833,37,39
15834,16,25
15835,28,33
15836,20,24
15837,32,34
15838,31,33
15839,22,23
15840,22,24
15841,16,20
15842,24,25
15843,21,22
15844,63,64
15845,90,93
15846,108,112
15847,120,121
15848,122,123
15849,105,106
15850,111,112
15851,91,93
15852,84,86
15853,100,101
15854,92,131
15855,98,132
15856,67,103
15857,121,128
15858,133,134
15859,134,135
15860,79,81
15861,57,62
15862,69,70
15863,79,81
15864,11,11
15865,35,35
15866,58,59
15867,47,52
15868,21,62
15869,57,59
15870,50,57
15871,51,52
15872,69,72
15873,53,61
15874,41,43
15875,66,67
15876,77,79
15877,76,78
15878,65,92
15879,84,86
15880,69,70
15881,74,75
15882,39,41
15883,65,66
15884,60,61
15885,44,46
15886,130,131
15887,119,122
15888,92,92
15889,105,106
15890,61,62
15891,68,70
15892,71,72
15893,68,74
15894,57,58
15895,65,66
15896,12,12
15897,62,64
15898,66,67
15899,64,65
15900,50,51
15901,64,65
15902,47,49
15903,41,43
15904,52,53
15905,20,21
15906,49,50
15907,36,38
15908,50,51
15909,46,48
15910,42,44
15911,37,39
15912,54,55
15913,78,80
15914,64,67
15915,82,84
15916,74,76
15917,65,66
15918,73,73
15919,71,72
15920,66,67
15921,44,46
15922,52,53
15923,47,49
15924,51,52
15925,44,46
15926,11,19
15927,13,16
15928,12,13
15929,20,21
15930,22,24
15931,20,21
15932,34,48
15933,20,28
15934,48,51
15935,42,44
15936,223,234
15937,64,444
15938,154,459
15939,176,453
15940,221,504
15941,155,422
15942,52,55
15943,64,85
15944,64,88
15945,71,83
15946,68,76
15947,65,80
15948,66,78
15949,78,91
15950,72,84
15951,59,68
15952,26,26
15953,30,30
15954,28,28
15955,41,43
15956,46,48
15957,47,49
15958,49,50
15959,17,17
15960,17,17
15961,14,14
15962,22,25
15963,28,29
15964,22,23
15965,24,25
15966,102,106
15967,107,114
15968,112,116
15969,100,102
15970,117,122
15971,104,107
15972,161,167
15973,108,115
15974,141,145
15975,207,211
15976,32,32
15977,23,23
15978,14,17
15979,23,24
15980,25,26
15981,37,39
15982,33,35
15983,35,37
15984,41,43
15985,146,147
15986,106,120
15987,123,135
15988,144,145
15989,143,144
15990,145,146
15991,132,133
15992,79,81
15993,86,88
15994,72,73
15995,89,89
15996,78,80
15997,67,68
15998,50,51
15999,95,97
16000,80,82
16001,81,83
16002,54,57
16003,51,53
16004,45,47
16005,27,28
16006,91,93
16007,25,26
16008,71,84
16009,99,247
16010,263,1117
16011,231,742
16012,17,20
16013,22,24
16014,23,24
16015,27,28
16016,19,22
16017,20,28
16018,15,20
16019,24,25
16020,24,25
16021,113,116
16022,100,107
16023,113,114
16024,110,111
16025,154,156
16026,129,134
16027,134,135
16028,96,98
16029,109,110
16030,97,99
16031,108,120
16032,109,120
16033,153,158
16034,21,22
16035,46,55
16036,19,21
16037,50,55
16038,59,64
16039,18,20
16040,56,60
16041,59,60
16042,21,22
16043,68,69
16044,20,28
16045,24,29
16046,69,70
16047,30,32
16048,43,45
16049,43,45
16050,73,74
16051,55,56
16052,38,43
16053,47,49
16054,92,94
16055,84,86
16056,70,71
16057,75,77
16058,63,80
16059,51,60
16060,60,61
16061,70,71
16062,50,51
16063,39,42
16064,51,52
16065,49,50
16066,57,58
16067,53,54
16068,39,41
16069,36,38
16070,64,66
16071,74,75
16072,55,62
16073,77,80
16074,69,71
16075,88,91
16076,73,76
16077,60,61
16078,54,56
16079,81,83
16080,87,91
16081,58,60
16082,76,79
16083,64,65
16084,94,96
16085,90,92
16086,59,64
16087,70,71
16088,74,76
16089,114,122
16090,113,117
16091,121,125
16092,99,104
16093,121,123
16094,108,109
16095,124,125
16096,87,90
16097,107,108
16098,216,221
16099,138,144
16100,158,162
16101,133,136
16102,130,131
16103,139,140
16104,148,149
16105,177,179
16106,129,130
16107,131,133
16108,146,147
16109,63,82
16110,95,106
16111,107,118
16112,117,118
16113,100,106
16114,102,104
16115,105,113
16116,102,114
16117,92,98
16118,103,117
16119,103,107
16120,95,98
16121,113,114
16122,101,102
16123,88,91
16124,95,97
16125,102,103
16126,70,74
16127,77,79
16128,92,94
16129,72,83
16130,94,96
16131,112,113
16132,103,105
16133,115,116
16134,48,50
16135,116,117
16136,75,77
16137,110,116
16138,104,105
16139,97,98
16140,107,109
16141,105,106
16142,101,103
16143,107,109
16144,104,109
16145,117,118
16146,110,111
16147,94,98
16148,92,95
16149,103,105
16150,91,93
16151,95,99
16152,78,80
16153,79,81
16154,77,80
16155,61,63
16156,88,97
16157,21,22
16158,18,19
16159,20,21
16160,19,20
