row_id,positive,sample_n
2129,12,13
2130,142,143
2131,135,141
2132,151,151
2133,144,145
2134,125,126
2135,138,139
2136,158,160
2137,120,121
2138,155,157
2139,140,148
2140,30,100
2141,87,96
2142,93,94
2143,96,99
2144,94,96
2145,80,87
2146,91,93
2147,77,96
2148,97,102
2149,93,98
2150,16,19
2151,15,25
2152,112,112
2153,95,108
2154,117,118
2155,81,83
2156,79,82
2157,110,112
2158,103,104
2159,77,79
2160,79,81
2161,74,75
2162,25,25
2163,23,24
2164,25,25
2165,16,16
2166,26,26
2167,25,26
2168,22,23
2169,28,30
2170,28,29
2171,19,20
2172,24,25
2173,19,20
2174,18,18
2175,24,26
2176,34,36
2177,29,31
2178,39,42
2179,43,45
2180,24,25
2181,38,40
2182,34,36
2183,34,38
2184,14,24
2185,17,17
2186,23,24
2187,22,23
2188,22,23
2189,30,31
2190,28,31
2191,31,31
2192,27,28
2193,20,21
2194,31,33
2195,22,23
2196,47,49
2197,44,46
2198,36,36
2199,36,36
2200,36,36
2201,34,36
2202,34,36
2203,34,36
2204,31,33
2205,28,30
2206,34,36
2207,34,36
2208,18,18
2209,20,21
2210,24,25
2211,21,22
2212,19,20
2213,25,26
2214,24,24
2215,19,21
2216,27,28
2217,30,32
2218,23,24
2219,20,21
2220,24,25
2221,30,32
2222,35,37
2223,12,13
2224,12,15
2225,26,26
2226,27,27
2227,23,23
2228,21,22
2229,20,21
2230,18,19
2231,25,25
2232,27,27
2233,20,21
2234,25,26
2235,21,22
2236,28,29
2237,26,27
2238,27,27
2239,27,27
2240,20,21
2241,22,23
2242,24,24
2243,13,14
2244,11,12
2245,29,31
2246,42,44
2247,22,23
2248,27,28
2249,39,41
2250,37,37
2251,30,30
2252,33,35
2253,28,30
2254,29,31
2255,33,35
2256,32,34
2257,35,37
2258,30,32
2259,20,27
2260,12,12
2261,26,26
2262,21,23
2263,28,30
2264,29,31
2265,32,34
2266,24,25
2267,42,44
2268,23,24
2269,30,32
2270,21,22
2271,36,36
2272,35,35
2273,33,33
2274,28,29
2275,26,27
2276,26,27
2277,13,21
2278,25,26
2279,25,29
2280,30,30
2281,19,19
2282,29,29
2283,21,22
2284,21,22
2285,25,26
2286,28,29
2287,27,28
2288,32,34
2289,27,28
2290,26,26
2291,30,30
2292,26,26
2293,47,49
2294,23,24
2295,30,32
2296,29,31
2297,23,24
2298,20,21
2299,24,25
2300,62,65
2301,91,92
2302,105,106
2303,73,74
2304,98,101
2305,74,76
2306,77,79
2307,96,98
2308,100,101
2309,103,104
2310,88,90
2311,78,79
2312,84,84
2313,78,80
2314,80,82
2315,79,81
2316,80,82
2317,76,79
2318,74,75
2319,74,76
2320,111,114
2321,88,92
2322,108,111
2323,111,112
2324,132,133
2325,113,114
2326,96,99
2327,95,97
2328,85,87
2329,72,73
2330,81,105
2331,99,106
2332,94,97
2333,86,88
2334,83,85
2335,97,99
2336,105,106
2337,63,64
2338,135,136
2339,119,120
2340,28,30
2341,99,99
2342,86,89
2343,70,72
2344,69,70
2345,73,74
2346,64,66
2347,59,60
2348,41,43
2349,51,52
2350,34,37
2351,32,34
2352,33,37
2353,30,32
2354,34,36
2355,33,35
2356,30,32
2357,28,30
2358,28,29
2359,21,22
2360,107,111
2361,109,115
2362,125,126
2363,139,142
2364,143,146
2365,144,145
2366,129,130
2367,130,131
2368,131,132
2369,102,103
2370,93,95
2371,80,83
2372,73,75
2373,81,83
2374,44,48
2375,45,50
2376,46,46
2377,38,40
2378,50,52
2379,47,49
2380,37,39
2381,19,50
2382,35,37
2383,32,34
2384,59,81
2385,11,77
2386,93,94
2387,74,78
2388,99,101
2389,95,98
2390,96,98
2391,85,91
2392,89,94
2393,89,95
2394,64,81
2395,61,63
2396,59,70
2397,68,69
2398,56,57
2399,67,68
2400,61,62
2401,42,45
2402,51,52
2403,48,50
2404,142,142
2405,166,172
2406,150,151
2407,150,152
2408,136,140
2409,142,143
2410,116,118
2411,91,93
2412,113,114
2413,113,114
2414,95,98
2415,107,114
2416,109,111
2417,95,97
2418,100,102
2419,97,99
2420,96,98
2421,96,98
2422,74,83
2423,85,87
2424,26,27
2425,94,94
2426,86,87
2427,69,69
2428,88,90
2429,71,72
2430,70,71
2431,50,51
2432,49,50
2433,66,67
2434,47,49
2435,97,111
2436,99,105
2437,88,88
2438,95,97
2439,102,104
2440,86,88
2441,74,76
2442,70,71
2443,74,76
2444,74,75
2445,11,12
2446,14,14
2447,31,52
2448,50,60
2449,58,59
2450,85,90
2451,76,91
2452,83,85
2453,51,58
2454,41,43
2455,68,70
2456,62,66
2457,95,96
2458,95,96
2459,94,96
2460,92,94
2461,81,83
2462,97,99
2463,71,72
2464,80,82
2465,100,101
2466,52,53
2467,29,29
2468,31,31
2469,34,36
2470,33,35
2471,25,26
2472,37,39
2473,24,25
2474,47,49
2475,37,39
2476,21,32
2477,25,28
2478,29,32
2479,30,32
2480,35,39
2481,37,39
2482,29,31
2483,28,29
2484,34,36
2485,32,34
2486,106,109
2487,68,77
2488,120,125
2489,123,125
2490,117,119
2491,133,134
2492,138,139
2493,121,123
2494,104,105
2495,119,120
2496,59,63
2497,54,57
2498,57,62
2499,71,72
2500,51,52
2501,47,49
2502,63,65
2503,51,52
2504,57,58
2505,110,111
2506,36,37
2507,23,24
2508,67,67
2509,59,77
2510,57,59
2511,39,42
2512,27,28
2513,56,58
2514,102,105
2515,117,119
2516,103,106
2517,96,98
2518,92,94
2519,103,104
2520,86,88
2521,94,96
2522,82,84
2523,9,11
2524,10,11
2525,12,13
2526,110,111
2527,102,107
2528,114,116
2529,92,94
2530,94,96
2531,117,118
2532,117,119
2533,90,92
2534,111,112
2535,93,95
2536,112,116
2537,117,118
2538,143,144
2539,143,144
2540,143,144
2541,142,143
2542,146,147
2543,139,144
2544,110,111
2545,135,136
2546,71,99
2547,66,74
2548,73,91
2549,103,105
2550,119,120
2551,125,127
2552,66,69
2553,70,71
2554,71,72
2555,85,87
2556,55,59
2557,37,41
2558,36,38
2559,44,46
2560,42,44
2561,41,43
2562,41,43
2563,32,34
2564,39,41
2565,35,37
2566,40,51
2567,73,73
2568,66,66
2569,66,67
2570,97,100
2571,87,89
2572,97,99
2573,71,72
2574,43,45
2575,43,45
2576,137,140
2577,105,108
2578,103,105
2579,125,128
2580,136,137
2581,136,137
2582,142,144
2583,134,135
2584,119,120
2585,19,20
2586,19,20
2587,20,21
2588,19,20
2589,132,137
2590,23,24
2591,48,52
2592,47,52
2593,50,53
2594,52,53
2595,76,78
2596,75,78
2597,82,84
2598,84,86
2599,161,163
2600,165,167
2601,10,12
2602,21,25
2603,64,68
2604,58,60
2605,66,78
2606,76,78
2607,88,90
2608,66,68
2609,86,88
2610,87,90
2611,96,103
2612,93,95
2613,67,88
2614,81,88
2615,71,83
2616,80,82
2617,84,88
2618,56,61
2619,65,68
2620,71,72
2621,89,92
2622,102,104
2623,23,33
2624,23,26
2625,24,26
2626,40,42
2627,33,36
2628,36,38
2629,38,40
2630,78,83
2631,22,27
2632,43,45
2633,25,29
2634,26,28
2635,33,33
2636,19,20
2637,46,48
2638,22,23
2639,24,25
2640,25,26
2641,24,25
2642,29,31
2643,27,27
2644,25,26
2645,24,26
2646,28,30
2647,20,21
2648,21,22
2649,25,26
2650,24,25
2651,36,44
2652,32,42
2653,36,37
2654,49,56
2655,40,42
2656,63,65
2657,47,49
2658,49,50
2659,47,49
2660,57,58
2661,68,69
2662,21,22
2663,23,24
2664,15,20
2665,18,20
2666,21,24
2667,23,24
2668,23,24
2669,23,24
2670,23,24
2671,23,24
2672,23,24
2673,21,22
2674,15,16
2675,11,11
2676,11,11
2677,28,35
2678,40,48
2679,56,62
2680,54,58
2681,55,57
2682,52,53
2683,51,52
2684,45,47
2685,47,49
2686,45,47
2687,24,27
2688,26,26
2689,24,24
2690,23,24
2691,34,36
2692,22,23
2693,19,59
2694,33,63
2695,31,62
2696,54,60
2697,56,66
2698,45,51
2699,37,42
2700,30,36
2701,38,40
2702,31,33
2703,10,10
2704,46,51
2705,39,45
2706,44,49
2707,58,59
2708,46,48
2709,49,50
2710,41,43
2711,24,25
2712,24,25
2713,35,37
2714,50,60
2715,49,60
2716,77,86
2717,52,56
2718,72,73
2719,74,78
2720,70,71
2721,52,53
2722,65,66
2723,71,72
2724,27,40
2725,34,47
2726,39,39
2727,26,30
2728,54,61
2729,55,62
2730,57,62
2731,60,63
2732,62,63
2733,61,62
2734,61,62
2735,61,62
2736,61,62
2737,82,84
2738,13,13
2739,18,22
2740,14,17
2741,19,22
2742,10,14
2743,18,22
2744,18,22
2745,21,22
2746,21,22
2747,23,31
2748,21,22
2749,21,22
2750,37,39
2751,55,63
2752,67,70
2753,64,64
2754,73,76
2755,61,64
2756,64,65
2757,64,65
2758,61,63
2759,67,68
2760,55,56
2761,17,37
2762,16,46
2763,35,55
2764,32,59
2765,39,69
2766,26,54
2767,37,53
2768,41,62
2769,32,59
2770,32,61
2771,68,83
2772,60,65
2773,74,85
2774,80,82
2775,94,96
2776,76,78
2777,85,88
2778,88,90
2779,79,81
2780,80,82
2781,99,103
2782,97,104
2783,118,120
2784,118,119
2785,142,143
2786,127,131
2787,113,114
2788,103,104
2789,115,116
2790,92,94
2791,9,15
2792,8,14
2793,14,16
2794,20,21
2795,162,167
2796,150,155
2797,130,135
2798,146,147
2799,181,183
2800,156,158
2801,160,164
2802,144,148
2803,161,164
2804,164,171
2805,58,65
2806,53,61
2807,60,66
2808,64,66
2809,64,67
2810,73,77
2811,71,72
2812,57,59
2813,60,61
2814,49,50
2815,65,68
2816,74,83
2817,67,70
2818,85,87
2819,81,83
2820,73,74
2821,99,100
2822,73,75
2823,69,70
2824,55,56
2825,8,13
2826,19,20
2827,19,21
2828,25,28
2829,32,33
2830,35,37
2831,31,33
2832,32,34
2833,47,49
2834,34,36
2835,25,26
2836,32,34
2837,43,45
2838,79,85
2839,62,70
2840,81,85
2841,65,66
2842,71,72
2843,76,78
2844,92,94
2845,73,74
2846,87,89
2847,112,113
2848,168,171
2849,173,182
2850,188,190
2851,160,162
2852,182,187
2853,171,176
2854,159,162
2855,183,185
2856,172,174
2857,180,182
2858,69,77
2859,108,109
2860,116,120
2861,94,96
2862,94,96
2863,93,95
2864,102,104
2865,78,85
2866,72,73
2867,54,55
2868,53,56
2869,44,46
2870,56,59
2871,43,45
2872,50,51
2873,44,46
2874,61,62
2875,42,44
2876,72,73
2877,46,48
2878,20,21
2879,21,22
2880,22,22
2881,21,22
2882,21,22
2883,22,24
2884,22,23
2885,21,22
2886,23,24
2887,23,24
2888,22,25
2889,15,20
2890,21,21
2891,21,22
2892,21,22
2893,25,27
2894,35,37
2895,19,20
2896,21,23
2897,19,20
2898,46,48
2899,90,92
2900,84,87
2901,68,70
2902,73,74
2903,64,65
2904,59,60
2905,76,78
2906,56,57
2907,52,53
2908,52,53
2909,75,77
2910,68,72
2911,66,71
2912,84,86
2913,71,72
2914,63,65
2915,94,96
2916,61,62
2917,87,89
2918,96,98
2919,19,22
2920,9,11
2921,11,13
2922,110,125
2923,81,93
2924,98,115
2925,113,114
2926,113,118
2927,102,103
2928,8,12
2929,7,12
2930,56,65
2931,48,58
2932,66,74
2933,60,61
2934,62,64
2935,76,78
2936,78,80
2937,62,63
2938,64,65
2939,78,80
2940,41,53
2941,45,53
2942,39,45
2943,54,56
2944,42,46
2945,47,49
2946,31,34
2947,34,36
2948,50,51
2949,50,51
2950,57,62
2951,77,79
2952,51,52
2953,49,50
2954,74,76
2955,78,80
2956,65,66
2957,78,80
2958,74,75
2959,52,53
2960,83,105
2961,93,109
2962,98,117
2963,115,116
2964,112,113
2965,120,122
2966,67,68
2967,54,55
2968,46,48
2969,61,62
2970,46,47
2971,54,54
2972,48,52
2973,45,47
2974,53,54
2975,71,72
2976,59,60
2977,49,50
2978,50,51
2979,49,50
2980,85,90
2981,83,94
2982,91,96
2983,92,95
2984,91,95
2985,96,98
2986,92,95
2987,95,97
2988,94,96
2989,112,115
2990,75,80
2991,87,89
2992,91,99
2993,102,103
2994,94,96
2995,89,91
2996,110,111
2997,89,91
2998,103,104
2999,108,109
3000,13,23
3001,16,22
3002,16,24
3003,17,20
3004,20,23
3005,24,27
3006,19,21
3007,22,23
3008,52,60
3009,80,82
3010,81,82
3011,63,64
3012,71,72
3013,77,79
3014,60,61
3015,71,72
3016,74,76
3017,59,60
3018,75,81
3019,69,72
3020,90,100
3021,97,100
3022,81,84
3023,80,82
3024,89,91
3025,63,64
3026,57,58
3027,74,75
3028,31,33
3029,16,16
3030,19,21
3031,28,29
3032,84,94
3033,79,79
3034,82,84
3035,74,76
3036,65,66
3037,77,79
3038,100,101
3039,75,77
3040,85,87
3041,60,61
3042,24,30
3043,25,30
3044,29,31
3045,28,31
3046,28,30
3047,28,30
3048,28,29
3049,28,30
3050,59,60
3051,10,20
3052,13,22
3053,13,22
3054,17,21
3055,18,22
3056,15,20
3057,17,21
3058,20,21
3059,41,42
3060,50,50
3061,71,72
3062,74,75
3063,62,63
3064,46,48
3065,74,76
3066,62,64
3067,46,48
3068,54,55
3069,38,51
3070,47,53
3071,26,33
3072,46,50
3073,36,41
3074,35,37
3075,42,44
3076,33,35
3077,30,32
3078,39,46
3079,33,37
3080,36,42
3081,40,42
3082,50,53
3083,35,42
3084,32,34
3085,35,38
3086,25,28
3087,28,29
3088,42,48
3089,17,23
3090,25,29
3091,28,29
3092,38,41
3093,39,41
3094,36,38
3095,28,29
3096,28,30
3097,22,23
3098,75,84
3099,74,81
3100,73,78
3101,73,77
3102,91,96
3103,82,85
3104,95,100
3105,59,60
3106,71,72
3107,97,99
3108,42,51
3109,37,45
3110,47,55
3111,59,63
3112,48,51
3113,39,41
3114,51,53
3115,48,52
3116,46,48
3117,63,69
3118,10,12
3119,13,13
3120,33,35
3121,25,26
3122,12,22
3123,9,23
3124,13,25
3125,10,23
3126,13,28
3127,10,27
3128,17,32
3129,11,22
3130,14,28
3131,8,13
3132,9,10
3133,38,58
3134,40,52
3135,47,50
3136,32,34
3137,47,50
3138,55,61
3139,55,56
3140,42,44
3141,35,37
3142,61,62
3143,67,82
3144,64,75
3145,66,70
3146,87,90
3147,77,79
3148,63,67
3149,74,76
3150,44,46
3151,89,91
3152,93,95
3153,15,22
3154,15,18
3155,12,12
3156,22,23
3157,102,102
3158,107,107
3159,101,102
3160,100,101
3161,112,113
3162,77,79
3163,87,89
3164,87,89
3165,119,120
3166,112,113
3167,12,13
3168,146,147
3169,121,124
3170,136,136
3171,120,121
3172,118,119
3173,126,127
3174,128,130
3175,119,120
3176,126,127
3177,126,127
3178,29,30
3179,23,23
3180,25,25
3181,26,27
3182,24,26
3183,23,25
3184,23,24
3185,17,20
3186,22,24
3187,25,26
3188,12,12
3189,18,20
3190,121,122
3191,141,142
3192,130,130
3193,142,146
3194,132,133
3195,116,118
3196,116,117
3197,92,98
3198,103,105
3199,118,119
3200,65,69
3201,46,50
3202,58,60
3203,51,52
3204,40,42
3205,50,52
3206,46,48
3207,56,57
3208,45,47
3209,62,63
3210,17,20
3211,20,22
3212,67,89
3213,106,108
3214,108,109
3215,118,119
3216,99,101
3217,118,120
3218,94,96
3219,89,91
3220,70,71
3221,27,31
3222,28,30
3223,28,30
3224,27,28
3225,29,31
3226,28,30
3227,27,28
3228,28,30
3229,28,30
3230,28,30
3231,18,21
3232,22,24
3233,22,24
3234,28,30
3235,25,26
3236,30,32
3237,25,26
3238,20,21
3239,22,23
3240,29,31
3241,49,50
3242,49,50
3243,69,70
3244,73,74
3245,96,98
3246,92,98
3247,74,75
3248,97,99
3249,67,70
3250,86,91
3251,112,114
3252,97,99
3253,49,50
3254,80,82
3255,84,86
3256,74,76
3257,68,69
3258,79,81
3259,68,78
3260,101,106
3261,106,115
3262,106,107
3263,130,131
3264,124,125
3265,109,110
3266,104,105
3267,93,95
3268,137,138
3269,24,25
3270,28,30
3271,28,30
3272,26,27
3273,147,147
3274,90,92
3275,65,65
3276,75,77
3277,69,70
3278,81,83
3279,87,90
3280,60,64
3281,55,56
3282,64,65
3283,92,93
3284,92,92
3285,110,120
3286,116,117
3287,76,79
3288,82,84
3289,89,91
3290,78,80
3291,79,81
3292,63,65
3293,159,164
3294,110,112
3295,80,85
3296,82,84
3297,71,73
3298,73,74
3299,60,61
3300,87,96
3301,72,75
3302,67,84
3303,95,98
3304,69,81
3305,63,68
3306,56,57
3307,54,59
3308,69,70
3309,72,77
3310,10,10
3311,18,20
3312,16,16
3313,83,90
3314,74,75
3315,102,104
3316,88,91
3317,66,67
3318,68,69
3319,80,84
3320,67,69
3321,70,71
3322,77,79
3323,97,102
3324,123,127
3325,114,118
3326,122,123
3327,124,125
3328,129,130
3329,123,126
3330,135,152
3331,139,143
3332,163,165
3333,27,28
3334,69,74
3335,75,75
3336,65,73
3337,57,58
3338,89,91
3339,89,91
3340,76,78
3341,70,72
3342,74,76
3343,83,85
3344,106,113
3345,127,128
3346,124,124
3347,135,136
3348,143,144
3349,143,145
3350,121,122
3351,108,109
3352,109,110
3353,86,88
3354,70,84
3355,93,93
3356,89,91
3357,84,95
3358,93,95
3359,96,98
3360,91,96
3361,83,93
3362,100,102
3363,25,26
3364,25,27
3365,27,28
3366,28,29
3367,25,26
3368,25,26
3369,120,120
3370,124,124
3371,134,137
3372,122,123
3373,118,119
3374,101,102
3375,99,100
3376,104,107
3377,78,80
3378,72,73
3379,71,72
3380,65,68
3381,58,62
3382,46,48
3383,45,47
3384,49,50
3385,41,43
3386,25,27
3387,78,80
3388,69,70
3389,11,11
3390,111,119
3391,127,138
3392,123,134
3393,105,108
3394,77,79
3395,73,74
3396,60,82
3397,59,75
3398,67,72
3399,95,97
3400,87,87
3401,64,64
3402,70,71
3403,57,58
3404,62,65
3405,93,95
3406,79,81
3407,71,73
3408,69,70
3409,36,36
3410,36,36
3411,33,34
3412,34,36
3413,34,36
3414,34,36
3415,34,36
3416,28,30
3417,34,36
3418,34,36
3419,40,41
3420,52,52
3421,48,48
3422,37,39
3423,38,40
3424,35,37
3425,45,47
3426,55,60
3427,46,48
3428,64,65
3429,15,15
3430,9,11
3431,11,11
3432,11,11
3433,11,11
3434,11,11
3435,19,20
3436,11,11
3437,20,21
3438,19,20
3439,22,23
3440,20,21
3441,18,19
3442,12,14
3443,16,16
3444,19,20
3445,27,28
3446,23,24
3447,45,45
3448,34,34
3449,36,37
3450,38,40
3451,35,37
3452,37,39
3453,33,35
3454,27,28
3455,54,55
3456,51,52
3457,88,89
3458,45,46
3459,54,56
3460,59,60
3461,55,56
3462,70,71
3463,70,71
3464,61,62
3465,61,62
3466,62,63
3467,77,77
3468,90,93
3469,124,128
3470,111,112
3471,116,122
3472,117,118
3473,121,123
3474,90,92
3475,93,95
3476,118,120
3477,168,173
3478,186,194
3479,223,230
3480,153,155
3481,131,135
3482,161,163
3483,120,122
3484,116,118
3485,95,97
3486,92,94
3487,104,107
3488,92,93
3489,95,96
3490,91,93
3491,93,97
3492,106,107
3493,108,110
3494,104,105
3495,111,112
3496,104,105
3497,15,16
3498,14,15
3499,15,18
3500,48,58
3501,55,67
3502,70,74
3503,80,82
3504,76,78
3505,77,80
3506,83,85
3507,77,79
3508,80,82
3509,75,77
3510,92,92
3511,122,124
3512,128,130
3513,149,151
3514,140,141
3515,120,121
3516,131,132
3517,105,106
3518,97,99
3519,116,117
3520,17,17
3521,61,66
3522,66,76
3523,66,79
3524,80,94
3525,100,109
3526,92,100
3527,82,96
3528,80,83
3529,92,98
3530,73,76
3531,59,60
3532,61,69
3533,90,95
3534,71,77
3535,63,64
3536,62,64
3537,56,61
3538,58,67
3539,73,74
3540,47,48
3541,57,60
3542,62,64
3543,68,72
3544,71,72
3545,62,63
3546,71,72
3547,51,52
3548,63,64
3549,55,56
3550,37,39
3551,12,13
3552,12,12
3553,25,26
3554,26,27
3555,33,35
3556,28,29
3557,21,22
3558,35,37
3559,21,22
3560,126,127
3561,95,96
3562,91,91
3563,94,96
3564,84,86
3565,92,94
3566,104,105
3567,73,76
3568,60,61
3569,88,90
3570,16,34
3571,19,43
3572,30,36
3573,21,22
3574,16,20
3575,20,24
3576,37,39
3577,103,105
3578,112,112
3579,88,88
3580,86,88
3581,85,87
3582,71,72
3583,45,47
3584,44,46
3585,60,64
3586,51,53
3587,89,94
3588,109,118
3589,100,106
3590,97,103
3591,79,81
3592,93,96
3593,85,87
3594,93,98
3595,78,80
3596,93,95
3597,31,31
3598,22,22
3599,28,28
3600,23,24
3601,39,40
3602,41,41
3603,46,47
3604,43,45
3605,46,48
3606,33,35
3607,50,51
3608,50,51
3609,44,46
3610,33,35
3611,91,91
3612,84,90
3613,74,74
3614,52,53
3615,70,73
3616,73,78
3617,62,64
3618,57,59
3619,64,65
3620,77,81
3621,64,70
3622,80,81
3623,66,66
3624,76,78
3625,70,72
3626,69,71
3627,65,66
3628,88,90
3629,83,85
3630,87,90
3631,104,107
3632,91,93
3633,83,83
3634,102,103
3635,101,104
3636,103,104
3637,97,99
3638,83,86
3639,89,92
3640,85,87
3641,89,89
3642,62,62
3643,70,70
3644,65,66
3645,51,52
3646,64,65
3647,85,87
3648,60,65
3649,55,60
3650,59,61
3651,91,94
3652,80,80
3653,87,88
3654,79,81
3655,96,99
3656,71,73
3657,71,72
3658,42,48
3659,74,76
3660,78,82
3661,113,117
3662,105,121
3663,91,105
3664,112,113
3665,116,117
3666,121,122
3667,129,132
3668,118,129
3669,118,122
3670,126,127
3671,133,141
3672,110,116
3673,123,125
3674,136,137
3675,126,128
3676,133,134
3677,93,95
3678,117,119
3679,90,92
3680,137,138
3681,71,73
3682,85,85
3683,57,58
3684,76,78
3685,78,80
3686,84,86
3687,76,78
3688,75,77
3689,74,76
3690,80,82
3691,28,30
3692,31,32
3693,28,28
3694,28,30
3695,27,28
3696,26,27
3697,21,22
3698,124,141
3699,155,174
3700,180,196
3701,135,141
3702,137,140
3703,142,143
3704,144,149
3705,156,160
3706,134,135
3707,134,135
3708,94,97
3709,64,72
3710,82,82
3711,59,60
3712,85,87
3713,82,84
3714,127,129
3715,107,110
3716,99,100
3717,92,96
3718,67,68
3719,70,74
3720,83,89
3721,85,87
3722,106,107
3723,75,77
3724,74,75
3725,59,60
3726,85,87
3727,71,72
3728,99,99
3729,112,115
3730,103,107
3731,82,84
3732,112,113
3733,89,91
3734,115,116
3735,143,144
3736,121,122
3737,138,139
3738,63,66
3739,74,76
3740,104,108
3741,95,97
3742,78,80
3743,82,84
3744,74,76
3745,69,70
3746,54,55
3747,76,78
3748,11,14
3749,17,17
3750,22,23
3751,75,75
3752,69,69
3753,79,79
3754,69,70
3755,76,78
3756,62,63
3757,59,60
3758,53,54
3759,57,58
3760,65,66
3761,70,84
3762,96,103
3763,106,110
3764,103,107
3765,100,101
3766,102,105
3767,81,87
3768,73,75
3769,67,68
3770,85,87
3771,53,58
3772,37,40
3773,54,56
3774,62,63
3775,65,66
3776,68,69
3777,86,88
3778,82,84
3779,76,78
3780,80,82
3781,128,128
3782,109,109
3783,129,131
3784,114,115
3785,122,123
3786,108,109
3787,113,114
3788,92,94
3789,99,100
3790,114,115
3791,9,11
3792,13,15
3793,13,14
3794,145,147
3795,144,146
3796,119,120
3797,112,113
3798,79,81
3799,78,80
3800,90,92
3801,72,73
3802,95,97
3803,83,85
3804,156,164
3805,168,173
3806,163,164
3807,180,182
3808,123,124
3809,165,167
3810,200,202
3811,150,152
3812,160,162
3813,166,169
3814,73,76
3815,76,76
3816,72,72
3817,74,75
3818,71,72
3819,58,59
3820,64,65
3821,55,56
3822,53,56
3823,52,53
3824,122,124
3825,121,123
3826,128,130
3827,110,114
3828,114,115
3829,88,91
3830,105,106
3831,89,91
3832,87,89
3833,96,98
3834,13,13
3835,13,15
3836,18,20
3837,22,23
3838,148,149
3839,102,103
3840,84,86
3841,85,87
3842,72,73
3843,89,91
3844,43,45
3845,47,47
3846,47,47
3847,44,46
3848,31,33
3849,24,25
3850,28,30
3851,44,46
3852,56,58
3853,84,91
3854,73,76
3855,51,53
3856,62,63
3857,77,79
3858,81,83
3859,56,57
3860,82,84
3861,70,71
3862,67,68
3863,122,123
3864,87,89
3865,129,130
3866,132,133
3867,127,128
3868,143,144
3869,86,88
3870,70,73
3871,72,73
3872,81,83
3873,68,74
3874,80,83
3875,72,75
3876,72,73
3877,71,72
3878,63,69
3879,86,90
3880,50,56
3881,44,56
3882,53,60
3883,117,118
3884,75,78
3885,135,141
3886,121,122
3887,90,92
3888,67,68
3889,76,78
3890,325,328
3891,75,77
3892,56,57
3893,45,52
3894,87,92
3895,91,96
3896,96,99
3897,92,94
3898,89,91
3899,88,90
3900,60,62
3901,117,126
3902,74,76
3903,107,112
3904,93,96
3905,95,96
3906,92,94
3907,93,95
3908,96,98
3909,116,121
3910,79,81
3911,96,98
3912,106,107
3913,60,65
3914,60,65
3915,65,70
3916,68,69
3917,72,75
3918,61,62
3919,80,82
3920,56,57
3921,58,59
3922,55,56
3923,110,115
3924,116,116
3925,121,123
3926,133,134
3927,113,114
3928,91,93
3929,95,97
3930,92,96
3931,87,90
3932,61,68
3933,78,78
3934,73,74
3935,73,75
3936,24,26
3937,33,36
3938,43,45
3939,49,50
3940,35,37
3941,38,40
3942,34,36
3943,28,31
3944,34,36
3945,35,37
3946,54,55
3947,52,54
3948,66,68
3949,41,43
3950,49,50
3951,47,49
3952,43,45
3953,37,39
3954,27,28
3955,22,23
3956,76,87
3957,68,89
3958,86,88
3959,86,88
3960,85,87
3961,81,83
3962,92,94
3963,60,61
3964,81,83
3965,92,95
3966,53,53
3967,46,46
3968,64,64
3969,59,60
3970,56,57
3971,51,52
3972,83,85
3973,71,72
3974,70,71
3975,54,55
3976,58,62
3977,69,70
3978,67,67
3979,66,67
3980,77,79
3981,65,68
3982,75,78
3983,65,66
3984,49,51
3985,74,76
3986,120,132
3987,94,99
3988,98,98
3989,84,86
3990,88,90
3991,108,110
3992,96,98
3993,46,48
3994,44,46
3995,70,71
3996,9,15
3997,11,11
3998,75,75
3999,63,64
4000,61,62
4001,61,62
4002,38,40
4003,38,40
4004,45,47
4005,46,48
4006,42,44
4007,39,41
4008,179,183
4009,131,133
4010,178,179
4011,125,126
4012,112,113
4013,87,89
4014,83,85
4015,81,83
4016,111,112
4017,101,102
4018,114,125
4019,94,99
4020,105,115
4021,112,113
4022,110,112
4023,120,122
4024,123,124
4025,101,108
4026,115,116
