school_id,year,school_name,county_name,enrollment,current,med_exempt,rel_exempt,school_type,school_level,excluded_note,addr_clean,city,zip,state,business_status,lat,lon
13264,2018,roosevelt elementary,los angeles,143,135,3,0,public,NA,NA,700 n bradfield ave,Compton,90221,ca,operational,33.900833,-118.203911
14952,2018,webster elementary,los angeles,44,40,3,0,public,NA,NA,1755 w 32nd way,Long Beach,90810,ca,operational,33.817085,-118.217209
15141,2018,will rogers elementary,los angeles,98,95,2,0,public,NA,NA,11220 duncan ave,Lynwood,90262,ca,operational,33.92337,-118.182274
8017,2018,cedarcreek elementary,los angeles,67,66,0,0,public,NA,NA,27792 camp plenty rd,Santa Clarita,91351,ca,operational,34.426105,-118.475822
9116,2018,emblem academy,los angeles,158,156,0,0,public,NA,NA,22635 espuella dr,Santa Clarita,91350,ca,operational,34.429527,-118.532372
7884,2018,canyon springs community elementary,los angeles,77,75,0,0,public,NA,NA,19059 vicci st,Santa Clarita,91351,ca,operational,34.419899,-118.468597
13187,2018,rio vista elementary,los angeles,54,53,0,0,public,NA,NA,4243 satsuma ave,Los Angeles,91602,ca,operational,34.147835,-118.367973
13296,2018,rosedell elementary,los angeles,111,110,0,0,public,NA,NA,27853 urbandale ave,Santa Clarita,91350,ca,operational,34.446934,-118.506912
13463,2018,santa clarita elementary,los angeles,68,67,0,0,public,NA,NA,27177 seco canyon rd,Santa Clarita,91350,ca,operational,34.44363,-118.535149
13685,2018,skyblue mesa elementary,los angeles,103,102,1,0,public,NA,NA,28040 hardesty ave,Santa Clarita,91351,ca,operational,34.433903,-118.482162
7217,2018,arroyo vista elementary,los angeles,120,117,2,0,public,NA,NA,335 el centro st,South Pasadena,91030,ca,operational,34.113148,-118.166939
11576,2018,marengo elementary,los angeles,119,117,0,0,public,NA,NA,1400 marengo ave,South Pasadena,91030,ca,operational,34.109241,-118.146416
11898,2018,monterey hills elementary,los angeles,132,130,7,0,public,NA,NA,1624 via del rey,South Pasadena,91030,ca,operational,34.10379,-118.165298
12108,2013,n.e.w. academy canoga park,los angeles,82,75,0,0,charter,NA,NA,21425 cohasset st,Los Angeles,91303,ca,operational,34.206657,-118.598061
7902,2018,carmela elementary,los angeles,51,38,0,0,public,NA,NA,13300 lakeland rd,Whittier,90605,ca,operational,33.930981,-118.047516
10243,2018,howard j. mckibben elementary,los angeles,48,46,0,0,public,NA,NA,10550 mills ave,Whittier,90604,ca,operational,33.937771,-118.038139
10924,2018,lake marie elementary,los angeles,41,39,0,0,public,NA,NA,10001 carmenita rd,Whittier,90605,ca,operational,33.943424,-118.047401
11283,2018,loma vista elementary,los angeles,75,74,0,0,public,NA,NA,3629 e 58th st,Maywood,90270,ca,operational,33.990059,-118.199478
11328,2018,los altos elementary,los angeles,82,80,0,0,public,NA,NA,15565 los altos dr,Hacienda Heights,91745,ca,operational,33.988743,-117.977249
12108,2014,n.e.w. academy canoga park,los angeles,83,83,0,0,charter,NA,NA,21425 cohasset st,Los Angeles,91303,ca,operational,34.206657,-118.598061
11069,2018,leona h. cox community elementary,los angeles,63,62,0,0,public,NA,NA,18643 oakmoor,Santa Clarita,91351,ca,operational,34.4272,-118.461403
11812,2018,mint canyon community elementary,los angeles,53,51,1,0,public,NA,NA,16400 sierra hwy,Santa Clarita,91351,ca,operational,34.4515,-118.420502
14166,2018,sulphur springs community elementary,los angeles,75,74,0,0,public,NA,NA,16628 w lost canyon rd,Santa Clarita,91387,ca,operational,34.419201,-118.426498
9144,2018,emperor elementary,los angeles,72,71,0,0,public,NA,NA,6415 n muscatel ave,San Gabriel,91775,ca,operational,34.11615,-118.078941
10887,2018,la rosa elementary,los angeles,121,120,0,0,public,NA,NA,9301 la rosa dr,Temple City,91780,ca,operational,34.093399,-118.064941
12108,2015,n.e.w. academy canoga park,los angeles,93,93,0,0,charter,NA,NA,21425 cohasset st,Los Angeles,91303,ca,operational,34.206657,-118.598061
11300,2018,longden elementary,los angeles,115,114,0,0,public,NA,NA,9501 wendon st,Temple City,91780,ca,operational,34.113811,-118.055344
10515,2018,john adams elementary,los angeles,99,97,0,0,public,NA,NA,2121 238th st,Torrance,90501,ca,operational,33.809227,-118.317886
7143,2018,anza elementary,los angeles,123,122,0,0,public,NA,NA,21400 ellinwood dr,Torrance,90503,ca,operational,33.834251,-118.364822
7194,2018,arlington elementary,los angeles,115,113,0,0,public,NA,NA,17800 van ness ave,Torrance,90504,ca,operational,33.868088,-118.316605
10561,2018,joseph arnold elementary,los angeles,108,107,2,0,public,NA,NA,4100 w 227th st,Torrance,90505,ca,operational,33.821983,-118.35701
9219,2018,evelyn carr elementary,los angeles,69,68,0,0,public,NA,NA,3404 168th st,Torrance,90504,ca,operational,33.877548,-118.33268
9007,2018,edison elementary,los angeles,95,93,0,0,public,NA,NA,2402 virginia ave,Santa Monica,90404,ca,operational,34.023903,-118.465736
9319,2018,fern elementary,los angeles,105,104,1,0,public,NA,NA,1314 fern ave,Torrance,90503,ca,operational,33.834953,-118.331352
10088,2018,hickory elementary,los angeles,150,148,0,0,public,NA,NA,2800 w 227th st,Torrance,90505,ca,operational,33.819271,-118.334869
11145,2018,lincoln elementary,los angeles,72,71,0,0,public,NA,NA,11031 state st,Lynwood,90262,ca,operational,33.932709,-118.217392
13221,2018,riviera elementary,los angeles,108,106,2,0,public,NA,NA,365 paseo de arena,Torrance,90505,ca,operational,33.808052000000004,-118.372124
13533,2018,seaside elementary,los angeles,101,100,0,0,public,NA,NA,4651 sharynne ln,Torrance,90505,ca,operational,33.820965,-118.36409
14452,2018,torrance elementary,los angeles,80,78,0,0,public,NA,NA,2125 lincoln ave,Torrance,90501,ca,operational,33.824474,-118.321724
14464,2018,towers elementary,los angeles,129,126,1,0,public,NA,NA,5600 towers st,Torrance,90503,ca,operational,33.855244,-118.375778
14759,2018,victor elementary,los angeles,167,163,0,0,public,NA,NA,4820 spencer st,Torrance,90503,ca,operational,33.843872,-118.364822
14885,2018,walteria elementary,los angeles,135,134,0,0,public,NA,NA,24456 madison st,Torrance,90505,ca,operational,33.800316,-118.346558
10245,2018,howard wood elementary,los angeles,89,87,0,0,public,NA,NA,2250 w 235th st,Torrance,90501,ca,operational,33.812283,-118.321724
15411,2018,yukon elementary,los angeles,63,62,0,0,public,NA,NA,17815 yukon ave,Torrance,90504,ca,operational,33.868671,-118.335518
12176,2018,new temple,los angeles,120,119,0,0,public,NA,NA,11033 central ave,South El Monte,91733,ca,operational,34.04187,-118.042938
7966,2018,castle rock elementary,los angeles,119,118,0,0,public,NA,NA,2975 castlerock rd,Diamond Bar,91765,ca,operational,33.972015,-117.843964
8381,2018,collegewood elementary,los angeles,92,90,0,0,public,NA,NA,20725 e collegewood dr,Walnut Valley,91789,ca,operational,34.049519,-117.853226
9222,2018,evergreen elementary,los angeles,120,119,0,0,public,NA,NA,12915 helmer dr,Whittier,90602,ca,operational,33.963676,-118.041847
14726,2018,vejar elementary,los angeles,89,87,0,0,public,NA,NA,950 w grand ave,Pomona,91766,ca,operational,34.046803,-117.759789
14867,2018,walnut elementary,los angeles,99,97,0,0,public,NA,NA,4701 walnut st,Baldwin Park,91706,ca,operational,34.097984,-117.976517
7831,2018,cameron elementary,los angeles,110,109,0,0,public,NA,NA,1225 e cameron ave,West Covina,91790,ca,operational,34.062019,-117.919411
11744,2018,merced elementary,los angeles,150,146,0,0,public,NA,NA,1545 e merced ave,West Covina,91791,ca,operational,34.054474,-117.913551
12546,2013,our lady of the valley elementary,los angeles,18,9,0,0,private,NA,NA,22041 gault st,Los Angeles,91303,ca,operational,34.198944,-118.597305
11749,2018,merlinda elementary,los angeles,92,90,0,0,public,NA,NA,1120 valinda ave,West Covina,91790,ca,operational,34.055447,-117.925041
11870,2018,monte vista elementary,los angeles,101,96,0,0,public,NA,NA,2620 orange ave,La Crescenta-Montrose,91214,ca,operational,34.23037,-118.235977
12503,2018,orangewood elementary,los angeles,137,136,0,0,public,NA,NA,1440 s orange ave,West Covina,91790,ca,operational,34.067867,-117.947144
13427,2018,san jose charter academy,los angeles,162,160,0,0,charter,NA,NA,2021 w alwood st,West Covina,91790,ca,operational,34.06237,-117.959679
14807,2018,vine elementary,los angeles,109,105,1,0,public,NA,NA,1901 e vine ave,West Covina,91791,ca,operational,34.058559,-117.904762
12546,2014,our lady of the valley elementary,los angeles,22,18,0,0,private,NA,NA,22041 gault st,Los Angeles,91303,ca,operational,34.198944,-118.597305
14975,2018,wescove elementary,los angeles,107,106,1,0,public,NA,NA,1010 w vine ave,West Covina,91791,ca,operational,34.059933,-117.940475
8730,2018,del sur senior elementary,los angeles,79,77,2,0,public,NA,NA,9023 w ave h,lancaster,93536,ca,operational,34.718433,-118.289846
13019,2018,quartz hill elementary,los angeles,155,149,0,0,public,NA,NA,41820 50th st w,quartz hill,93536,ca,operational,34.6424755,-118.2181684
14682,2018,valley view elementary,los angeles,123,121,0,0,public,NA,NA,237 melcanyon rd,Duarte,91010,ca,operational,34.149433,-117.940094
12546,2015,our lady of the valley elementary,los angeles,33,28,0,0,private,NA,NA,22041 gault st,Los Angeles,91303,ca,operational,34.198944,-118.597305
8268,2018,christian sorensen elementary,los angeles,84,82,0,0,public,NA,NA,11493 rose hedge dr,Whittier,90606,ca,operational,33.978153,-118.059227
8682,2018,daniel phelan elementary,los angeles,85,83,0,0,public,NA,NA,7150 cully ave,Whittier,90606,ca,operational,33.979797,-118.070847
11302,2018,longfellow elementary,los angeles,84,79,1,0,public,NA,NA,6005 magnolia ave,Whittier,90601,ca,operational,33.987862,-118.051224
11399,2018,lou henry hoover elementary,los angeles,54,53,0,0,public,NA,NA,6302 alta ave,Whittier,90601,ca,operational,33.984623,-118.02977
11437,2018,lydia jackson elementary,los angeles,99,96,0,0,public,NA,NA,8015 painter ave,Whittier,90602,ca,operational,33.967709,-118.032997
38159,2018,mill elementary,los angeles,53,52,0,0,public,Elementary,NA,4030 workman mill rd,whittier,90601,ca,operational,34.015022,-118.0425084
14865,2018,wallen l. andrews elementary,los angeles,69,68,0,0,public,NA,NA,1010 s caraway dr,Whittier,90601,ca,operational,34.037914,-118.00946
12501,2018,orange grove elementary,los angeles,98,96,0,0,public,NA,NA,10626 orange grove,Whittier,90601,ca,operational,33.996868,-118.060493
15027,2018,west whittier elementary,los angeles,104,102,0,0,public,NA,NA,6411 norwalk blvd,Whittier,90606,ca,operational,33.986839,-118.068054
7068,2018,anderson elementary,los angeles,71,70,0,0,public,NA,NA,2210 e 130th st,Compton,90222,ca,operational,33.914078,-118.232513
7938,2018,carver elementary,los angeles,40,38,0,0,public,NA,NA,1425 e 120th st,Los Angeles,90059,ca,operational,33.924416,-118.250107
11626,2018,martin luther king elementary,los angeles,73,72,0,0,public,NA,NA,2270 e 122nd st,Compton,90222,ca,operational,33.921108,-118.230644
10459,2018,juan de anza elementary,los angeles,103,101,1,0,public,NA,NA,12110 hindry ave,hawthorne,90250,ca,operational,33.9224746,-118.3715003
10577,2018,juan cabrillo elementary,los angeles,182,173,3,0,public,NA,NA,30237 morning view dr,malibu,90265,ca,operational,34.024525,-118.828768
15438,2018,alview elementary,madera,37,35,0,0,public,NA,NA,20513 road 4,Chowchilla,93610,ca,NA,37.048046,-120.472778
15628,2018,stephens elementary,madera,261,258,0,0,public,NA,NA,355 n 5th st,Chowchilla,93610,ca,operational,37.122829,-120.265877
15462,2018,coarsegold elementary,madera,58,57,0,0,public,NA,NA,45426 road 415,Coarsegold,93614,ca,operational,37.25613,-119.717628
15470,2018,dixieland elementary,madera,39,37,0,0,public,NA,NA,18440 road 19,Madera,93637,ca,operational,37.017548,-120.203133
15500,2018,george washington elementary,madera,112,111,0,0,public,NA,NA,509 e s st,Madera,93638,ca,closed_permanently,36.971069,-120.061218
15510,2018,howard elementary,madera,56,55,0,0,public,NA,NA,13878 road 21 1 2,Madera,93637,ca,closed_permanently,36.951927,-120.157227
15515,2018,james madison elementary,madera,110,109,0,0,public,NA,NA,109 stadium rd,Madera,93637,ca,operational,36.95163,-120.064674
15516,2018,james monroe elementary,madera,114,113,0,0,public,NA,NA,1819 n lake st,Madera,93638,ca,operational,36.984272,-120.055328
15518,2018,john adams elementary,madera,127,126,0,0,public,NA,NA,1822 national ave,Madera,93637,ca,operational,36.957664,-120.080605
15528,2018,la vina elementary,madera,28,27,0,0,public,NA,NA,8594 road 23,Madera,93637,ca,operational,36.874222,-120.12886
15559,2018,millview elementary,madera,120,119,0,0,public,NA,NA,1609 clinton st,Madera,93638,ca,operational,36.972221,-120.040016
15619,2018,sierra vista elementary,madera,116,115,0,0,public,NA,NA,917 e olive ave,Madera,93638,ca,operational,36.953037,-120.045662
15573,2018,north fork elementary,madera,20,18,1,0,public,NA,NA,33087 road 228,North Fork,93643,ca,operational,37.226616,-119.501709
15579,2018,oakhurst elementary,madera,74,70,2,0,public,NA,NA,49495 road 427,Oakhurst,93644,ca,operational,37.329651,-119.646141
15625,2018,spring valley elementary,madera,25,24,0,0,public,NA,NA,46655 road 200,O'Neals,93645,ca,operational,37.121548,-119.700943
15646,2018,wasuma elementary,madera,48,44,0,0,public,NA,NA,43109 california 49,Ahwahnee,93601,ca,operational,37.374954,-119.727348
38164,2018,dixie elementary,marin,88,86,2,0,public,Elementary,NA,1175 idylberry rd,san rafael,94903,ca,operational,38.0294058,-122.5743811
15864,2018,mary e. silveira elementary,marin,86,84,0,0,public,NA,NA,375 blackstone dr,San Rafael,94903,ca,operational,38.036781,-122.544403
16048,2018,vallecito elementary,marin,94,92,0,0,public,NA,NA,50 nova albion way,San Rafael,94903,ca,operational,38.006321,-122.551376
15808,2018,manor elementary,marin,46,44,0,0,public,NA,NA,150 oak manor dr,Fairfax,94930,ca,operational,37.996567,-122.594177
15677,2018,anthony g. bacich elementary,marin,128,126,0,0,public,NA,NA,699 sir francis drake blvd,Kentfield,94904,ca,operational,37.952534,-122.53904
14782,2014,village charter academy,los angeles,53,52,0,1,charter,NA,NA,7357 jordan ave,Los Angeles,91303,ca,operational,34.203995,-118.603416
14782,2015,village charter academy,los angeles,67,62,0,1,charter,NA,NA,7357 jordan ave,Los Angeles,91303,ca,operational,34.203995,-118.603416
15885,2018,neil cummins elementary,marin,120,119,0,0,public,NA,NA,58 mohawk ave,Corte Madera,94925,ca,operational,37.928703,-122.523125
15721,2018,edna maguire elementary,marin,107,105,1,0,public,NA,NA,80 lomita dr,Mill Valley,94941,ca,operational,37.90881,-122.524902
15918,2018,old mill elementary,marin,44,42,0,0,public,NA,NA,352 throckmorton ave,Mill Valley,94941,ca,operational,37.906204,-122.553009
15926,2018,park elementary,marin,43,41,0,0,public,NA,NA,360 e blithedale ave,Mill Valley,94941,ca,operational,37.903294,-122.537453
16017,2018,strawberry point elementary,marin,83,80,2,0,public,NA,NA,117 e strawberry dr,Mill Valley,94941,ca,operational,37.896729,-122.504387
16028,2018,tamalpais valley elementary,marin,64,61,3,0,public,NA,NA,350 bell ln,Mill Valley,94941,ca,operational,37.874245,-122.527466
15758,2018,hamilton meadow park,marin,73,72,0,0,public,NA,NA,5530 nave dr,Novato,94949,ca,operational,38.054073,-122.529144
15800,2018,loma verde elementary,marin,74,73,0,0,public,NA,NA,399 alameda de la loma,Novato,94949,ca,operational,38.064384,-122.547523
15801,2018,lu sutton elementary,marin,63,62,0,0,public,NA,NA,1800 center rd,Novato,94947,ca,operational,38.10577,-122.585526
15805,2018,lynwood elementary,marin,67,65,2,0,public,NA,NA,1320 lynwood dr,Novato,94947,ca,operational,38.087036,-122.56237
15919,2018,olive elementary,marin,50,49,0,0,public,NA,NA,620 olive ave,Novato,94945,ca,operational,38.109085,-122.556458
15934,2018,pleasant valley elementary,marin,80,78,2,0,public,NA,NA,755 sutro ave,Novato,94947,ca,operational,38.108334,-122.613968
15940,2018,rancho elementary,marin,63,62,2,0,public,NA,NA,1430 johnson st,Novato,94947,ca,operational,38.09507,-122.570854
15986,2018,san ramon elementary,marin,95,93,0,0,public,NA,NA,45 san ramon way,Novato,94945,ca,operational,38.119255,-122.605492
15947,2018,reed elementary,marin,132,128,4,0,public,NA,NA,1199 tiburon blvd,Tiburon,94920,ca,operational,37.881615,-122.464767
15952,2018,ross elementary,marin,47,45,0,0,public,NA,NA,9 lagunitas rd,Ross,94957,ca,operational,37.961185,-122.557602
15695,2018,brookside elementary,marin,105,101,4,0,public,NA,NA,116 butterfield rd,San Anselmo,94960,ca,operational,37.990604,-122.57563
16052,2018,wade thomas elementary,marin,48,46,0,0,public,NA,NA,150 ross ave,San Anselmo,94960,ca,operational,37.97147,-122.567497
15679,2018,bahia vista elementary,marin,92,90,0,0,public,NA,NA,125 bahia way,San Rafael,94901,ca,operational,37.966015,-122.497849
15708,2018,coleman elementary,marin,74,70,3,0,public,NA,NA,800 belle ave,San Rafael,94901,ca,operational,37.978153,-122.519066
15226,2013,winnetka avenue elementary,los angeles,107,101,0,0,public,NA,NA,8240 winnetka ave,Los Angeles,91306,ca,NA,34.219563,-118.570602
16050,2018,venetia valley k8,marin,101,99,2,0,public,NA,NA,177 n san pedro rd,San Rafael,94903,ca,operational,38.001419,-122.524902
15743,2018,glenwood elementary,marin,67,66,1,0,public,NA,NA,25 castlewood dr,San Rafael,94901,ca,operational,37.985752,-122.47683
15789,2018,laurel dell elementary,marin,24,22,1,0,public,NA,NA,225 woodland ave,San Rafael,94901,ca,operational,37.963799,-122.526138
15975,2018,san pedro elementary,marin,104,102,0,0,public,NA,NA,498 point san pedro rd,San Rafael,94901,ca,operational,37.974285,-122.489357
15226,2014,winnetka avenue elementary,los angeles,117,116,0,0,public,NA,NA,8240 winnetka ave,Los Angeles,91306,ca,NA,34.219563,-118.570602
16022,2018,sun valley elementary,marin,95,93,0,0,public,NA,NA,75 happy ln,San Rafael,94901,ca,operational,37.985016,-122.551064
38166,2018,bayside martin luther king jr. academy,marin,22,21,0,0,public,NA,NA,200 Phillips Dr,Sausalito,94965,ca,operational,37.8725785,-122.5138202
15226,2015,winnetka avenue elementary,los angeles,91,91,0,0,public,NA,NA,8240 winnetka ave,Los Angeles,91306,ca,NA,34.219563,-118.570602
16092,2018,mariposa elementary,mariposa,58,55,0,0,public,NA,NA,5044 jones st,Mariposa,95338,ca,operational,37.486465,-119.963249
16119,2018,woodland elementary,mariposa,43,41,2,0,public,NA,NA,3394 woodland dr,Mariposa,95338,ca,operational,37.450649,-119.85006
16130,2018,anderson valley elementary,mendocino,31,29,0,0,public,NA,NA,12300 anderson valley way,Boonville,95415,ca,operational,39.02932,-123.387535
16138,2018,arena elementary,mendocino,35,33,0,0,public,NA,NA,20 school st,Point Arena,95468,ca,operational,38.912319,-123.692833
16278,2018,redwood elementary,mendocino,154,85,0,0,public,NA,NA,324 s lincoln st,Fort Bragg,95437,ca,operational,39.438229,-123.794914
16234,2018,mendocino k8,mendocino,25,23,1,0,public,NA,NA,44261 little lake rd,Mendocino,95460,ca,operational,39.311066,-123.783958
16288,2018,round valley elementary,mendocino,30,26,2,0,public,NA,NA,300 n round valley rd,bishop,93514,ca,operational,37.4187023,-118.585682
16148,2018,calpella elementary,mendocino,121,120,1,0,public,NA,NA,151 moore st,Ukiah,95482,ca,operational,39.232857,-123.205772
16184,2018,frank zeek elementary,mendocino,81,79,0,0,public,NA,NA,1060 n bush st,Ukiah,95482,ca,operational,39.162266,-123.215454
16247,2018,nokomis elementary,mendocino,73,72,0,0,public,NA,NA,495 washington st,Ukiah,95482,ca,operational,39.133301,-123.212402
16255,2018,oak manor elementary,mendocino,88,86,0,0,public,NA,NA,400 oak manor dr,Ukiah,95482,ca,operational,39.148708,-123.19313
16268,2018,potter valley elementary,mendocino,20,19,0,0,public,NA,NA,10401 main st,Potter Valley,95469,ca,operational,39.321404,-123.105659
16350,2018,yokayo elementary,mendocino,87,85,0,0,public,NA,NA,790 s dora st,Ukiah,95482,ca,operational,39.141674,-123.211174
16144,2018,brookside elementary,mendocino,124,116,5,0,public,NA,NA,20 spruce and lincoln way,Willits,95490,ca,operational,39.412209,-123.360855
16205,2018,laytonville elementary,mendocino,20,19,0,0,public,NA,NA,150 ramsey rd,Laytonville,95454,ca,operational,39.685612,-123.483719
16355,2018,aileen colburn elementary,merced,72,71,0,0,public,NA,NA,2201 heller ave,Atwater,95301,ca,operational,37.353294,-120.619629
16375,2018,bellevue elementary,merced,121,120,0,0,public,NA,NA,1020 e bellevue rd,Atwater,95301,ca,operational,37.359619,-120.585472
16433,2018,elmer wood elementary,merced,99,97,0,0,public,NA,NA,1271 bellevue rd,Atwater,95301,ca,operational,37.361439,-120.605965
16542,2018,mitchell elementary,merced,72,71,0,0,public,NA,NA,1761 grove ave,Atwater,95301,ca,operational,37.35247,-120.610237
16587,2018,shaffer elementary,merced,89,87,0,0,public,NA,NA,1434 california st,Atwater,95301,ca,operational,37.34692,-120.597336
16616,2018,thomas olaeta elementary,merced,102,101,0,0,public,NA,NA,2266 high st,Atwater,95301,ca,operational,37.354404,-120.596619
16405,2018,cressey elementary,merced,49,47,0,0,public,NA,NA,9921 crocker ave,Cressey,95312,ca,NA,37.421444,-120.666565
16427,2018,el capitan elementary,merced,49,47,0,0,public,NA,NA,10115 5th st,Delhi,95315,ca,operational,37.435787,-120.772606
7884,2013,canyon springs community elementary,los angeles,65,45,0,0,public,NA,NA,19059 vicci st,Santa Clarita,91351,ca,operational,34.419899,-118.468597
16582,2018,schendel elementary,merced,52,51,0,0,public,NA,NA,16114 schendel ave,Delhi,95315,ca,operational,37.429146,-120.779892
16415,2018,dos palos elementary,merced,231,229,0,0,public,NA,NA,2149 almond st,Dos Palos,93620,ca,operational,36.984665,-120.630188
16430,2018,el nido elementary,merced,25,24,0,0,public,NA,NA,161 e el nido rd,El Nido,95317,ca,operational,37.134541,-120.488976
16432,2018,elim elementary,merced,257,254,0,0,public,NA,NA,7677 lander ave,Hilmar,95324,ca,operational,37.399403,-120.851692
7884,2014,canyon springs community elementary,los angeles,66,60,0,0,public,NA,NA,19059 vicci st,Santa Clarita,91351,ca,operational,34.419899,-118.468597
16541,2018,merquin elementary,merced,34,32,0,0,public,NA,NA,20316 3rd ave,Stevinson,95374,ca,operational,37.328735,-120.85743
16494,2018,le grand elementary,merced,43,41,1,0,public,NA,NA,13071 e le grand rd,Le Grand,95333,ca,operational,37.226601,-120.251633
16385,2018,campus park elementary,merced,77,75,0,0,public,NA,NA,1845 h st,Livingston,95334,ca,operational,37.380486,-120.717392
7884,2015,canyon springs community elementary,los angeles,57,55,0,0,public,NA,NA,19059 vicci st,Santa Clarita,91351,ca,operational,34.419899,-118.468597
16585,2018,selma herndon elementary,merced,121,120,0,0,public,NA,NA,714 prusso st,Livingston,95334,ca,operational,37.383999,-120.727684
16396,2018,charleston elementary,merced,46,44,0,0,public,NA,NA,18463 charleston rd,Los Banos,93635,ca,operational,36.98315,-120.82782
1421,2013,st. clement catholic,alameda,26,24,0,0,private,NA,NA,790 calhoun st,Hayward,94544,ca,operational,37.642769,-122.058044
16469,2018,henry miller elementary,merced,122,121,0,0,public,NA,NA,545 w l st,Los Banos,93635,ca,operational,37.059353,-120.859634
16511,2018,los banos elementary,merced,122,121,0,0,public,NA,NA,1260 7th st,Los Banos,93635,ca,operational,37.057575,-120.846123
16572,2018,r. m. miano elementary,merced,126,124,0,0,public,NA,NA,1129 e b st,Los Banos,93635,ca,operational,37.066322,-120.839096
16626,2018,volta elementary,merced,71,70,0,0,public,NA,NA,24307 ingomar grade,Los Banos,93635,ca,operational,37.099323,-120.932236
16524,2018,mcswain elementary,merced,118,116,0,0,public,NA,NA,922 scott rd,Merced,95341,ca,NA,37.301361,-120.568542
16354,2018,ada givens elementary,merced,110,106,0,0,public,NA,NA,2900 green st,Merced,95340,ca,operational,37.305618,-120.453903
16395,2018,charles wright elementary,merced,105,104,0,0,public,NA,NA,900 e 20th st,Merced,95340,ca,operational,37.297279,-120.462868
16414,2018,donn b. chenoweth elementary,merced,90,88,0,0,public,NA,NA,3200 n parsons ave,Merced,95340,ca,operational,37.321495,-120.449806
16443,2018,franklin elementary,merced,185,183,0,0,public,NA,NA,2936 franklin rd,Merced,95348,ca,operational,37.330692,-120.540527
16483,2018,john c. fremont elementary,merced,97,95,0,0,public,NA,NA,2150 s st,merced,95340,ca,operational,37.309642,-120.490861
16486,2018,john muir elementary,merced,103,100,0,0,public,NA,NA,300 w 26th st,Merced,95340,ca,operational,37.30909,-120.475388
16520,2018,luther burbank elementary,merced,93,91,0,0,public,NA,NA,609 e alexander ave,Merced,95340,ca,operational,37.315693,-120.463196
16523,2018,margaret sheehy elementary,merced,80,78,0,0,public,NA,NA,1240 w 6th st,Merced,95340,ca,operational,37.293869,-120.501472
16461,2018,gustine elementary,merced,87,85,0,0,public,NA,NA,2806 grove ave,Gustine,95322,ca,operational,37.248508,-120.998283
16574,2018,romero elementary,merced,44,41,0,0,public,NA,NA,13500 w luis rd,Santa Nella,95322,ca,operational,37.097115,-121.020363
36074,2018,von renner elementary,stanislaus,92,90,0,0,public,NA,NA,1388 patchett dr,Newman,95360,ca,operational,37.308868,-121.026703
16564,2018,planada elementary,merced,118,117,0,0,public,NA,NA,9525 e broderick st,Planada,95365,ca,operational,37.289001,-120.315598
16628,2018,washington elementary,merced,24,23,1,0,public,NA,NA,4402 oakdale rd,Winton,95388,ca,operational,37.439117,-120.564438
16441,2018,frank sparkes elementary,merced,67,66,0,0,public,NA,NA,7265 almond ave,Winton,95388,ca,operational,37.381584,-120.620346
16613,2018,sybil n. crookham elementary,merced,94,92,0,0,public,NA,NA,7160 walnut ave,Winton,95388,ca,operational,37.389824,-120.616356
16648,2018,alturas elementary,modoc,61,60,0,0,public,NA,NA,809 w 8th st,Alturas,96101,ca,operational,41.490051,-120.556152
16692,2018,tulelake basin elementary,modoc,36,34,0,0,public,NA,NA,461 2nd st,tulelake,96134,ca,operational,41.9552993,-121.4784851
8017,2013,cedarcreek elementary,los angeles,97,81,0,0,public,NA,NA,27792 camp plenty rd,Santa Clarita,91351,ca,operational,34.426105,-118.475822
16694,2018,antelope elementary,mono,20,19,0,0,public,NA,NA,111527 u s 395,Coleville,96107,ca,operational,38.567146,-119.508774
16711,2018,mammoth elementary,mono,107,106,1,0,public,NA,NA,1500 meridian blvd,Mammoth Lakes,93546,ca,operational,37.641483,-118.95845
8017,2014,cedarcreek elementary,los angeles,81,81,0,0,public,NA,NA,27792 camp plenty rd,Santa Clarita,91351,ca,operational,34.426105,-118.475822
16738,2018,alisal community,monterey,110,109,0,0,public,NA,NA,1437 del monte ave,Salinas,93905,ca,operational,36.682682,-121.604424
16755,2018,bardin elementary,monterey,110,109,0,0,public,NA,NA,425 bardin rd,Salinas,93905,ca,operational,36.673279,-121.600937
16833,2018,fremont elementary,monterey,148,147,0,0,public,NA,NA,1255 e market st,Salinas,93905,ca,operational,36.676495,-121.619148
16888,2018,jesse g. sanchez elementary,monterey,127,126,0,0,public,NA,NA,901 n sanborn rd,Salinas,93905,ca,operational,36.68578,-121.617615
8017,2015,cedarcreek elementary,los angeles,88,88,0,0,public,NA,NA,27792 camp plenty rd,Santa Clarita,91351,ca,operational,34.426105,-118.475822
16777,2018,carmel river elementary,monterey,58,51,5,0,public,NA,NA,15th ave & monte verde st,carmel,93923,ca,operational,36.5423399,-121.924467
17126,2018,tularcitos elementary,monterey,58,55,2,0,public,NA,NA,35 ford rd,Carmel Valley,93924,ca,operational,36.482742,-121.735191
16796,2018,chualar elementary,monterey,32,30,0,0,public,NA,NA,24285 lincoln st,Chualar,93925,ca,NA,36.572227,-121.516182
16940,2018,mary chapa academy,monterey,254,251,0,0,public,NA,NA,490 el camino real,Greenfield,93927,ca,operational,36.326717,-121.247803
17075,2018,santa lucia elementary,monterey,106,105,0,0,public,NA,NA,502 collins st,King City,93930,ca,operational,36.215992,-121.133438
